game,achievement,description,achieved,unlocktime
ARK: Survival Evolved,Survivor of The Center,You defeated the Guardians of The Center!,False,null
THE FINALS,Participation Ribbon,Create a contestant,False,null
THE FINALS,Initial Deposit,Insert a cash box into a cashout station,False,null
THE FINALS,Med Student,Revive a teammate,False,null
THE FINALS,Returning Contestant,Play 3 rounds of Quick Cash,False,null
THE FINALS,Green Light,Play 10 rounds with a Light Build,False,null
THE FINALS,Mass Medium,Play 10 rounds with a Medium Build,False,null
THE FINALS,Play The Heavy,Play 10 rounds with a Heavy Build,False,null
THE FINALS,Rising Star,Play 3 Tournament rounds,False,null
THE FINALS,Life Of The Party,Play 10 rounds in a Party,False,null
THE FINALS,Savings Specialist,"Obtain a total of 100,000 cash",False,null
THE FINALS,Lesson Learner,Complete the Tutorial,False,null
THE FINALS,Attending Physician,Revive teammates 50 times,False,null
THE FINALS,Demolition Expert,"Deal 1,000,000 damage to arenas",False,null
THE FINALS,Dead Shot,Get 300 eliminations with Ranged Weapons,False,null
THE FINALS,Strong Arm,Get 150 eliminations with Melee Weapons,False,null
THE FINALS,Gadget Guru,Get 150 eliminations with Gadgets,False,null
THE FINALS,Defense Devotee,"Block a total of 25,000 damage",False,null
THE FINALS,Resident Doctor,"Heal teammates for a total of 25,000 health",False,null
THE FINALS,Light Years,Win 150 rounds with a Light Build,False,null
THE FINALS,Medium Rare,Win 150 rounds with a Medium Build,False,null
THE FINALS,Heavy Hand,Win 150 rounds with a Heavy Build,False,null
THE FINALS,Deep Pockets,"Obtain a total of 50,000,000 cash",False,null
THE FINALS,Show Stopper,Win the final round in Tournament or Ranked Tournament,False,null
THE FINALS,Stop Payment,"Eliminate an opponent while they are carrying a cash box, 5 times",False,null
THE FINALS,Asset Protection,"Eliminate an opponent trying to steal your cashout, 10 times",False,null
THE FINALS,Last-minute Gift,Start a cashout with less than 10 seconds remaining in the match,False,null
THE FINALS,Buzzer Beater,Steal a cashout with less than 10 seconds remaining in the match,False,null
THE FINALS,Highway Patrol,"Eliminate an opponent while you are riding a Zipline, 10 times",False,null
THE FINALS,Hot Shot,"Eliminate an opponent while you are on fire, 5 times in a single round",False,null
THE FINALS,Just Like Scotty,Win a round in any mode without being eliminated,False,null
THE FINALS,Bombouncer,Eliminate an opponent by bouncing a grenade on a Jump Pad,False,null
THE FINALS,Pressure Prize,Hit an opponent in the head with an explosive carriable,False,null
THE FINALS,Dodgeball Champion,Hit opponents with 3 different carriables within 15 seconds,False,null
THE FINALS,Clip And Slide,Eliminate an opponent with a headshot while you are sliding,False,null
THE FINALS,Multitasker,Eliminate 3 opponents with 3 different items or carriables within 10 seconds,False,null
THE FINALS,Busy Body,Eliminate 3 opponents with a Melee Weapon within 10 seconds,False,null
THE FINALS,Crowd Pleaser,"Finish in first place, 3 times in a row",False,null
THE FINALS,Pyro Prodigy,Eliminate 25 opponents with fire,False,null
THE FINALS,Toxic Tact,Eliminate 25 opponents with gas,False,null
THE FINALS,Golden Bullet,Get a headshot elimination with the last bullet in the magazine of your primary weapon,False,null
THE FINALS,Fatal Florist,Eliminate an opponent with a flowerpot,False,null
THE FINALS,Charitable Donation,Eliminate an opponent with a cash box,False,null
THE FINALS,Field Goal,Throw a cash box into a cashout station from 20 meters away,False,null
THE FINALS,Showboaster,no description available,False,null
THE FINALS,Butter Fingers,no description available,False,null
THE FINALS,Sky Bridge Saboteur,no description available,False,null
THE FINALS,Artful Expressionist,no description available,False,null
THE FINALS,Space Rock Skipper,no description available,False,null
THE FINALS,Speed Run,Start a cashout within 15 seconds after opening a vault,False,null
THE FINALS,Blast Caster,no description available,False,null
Tiny Tina's Assault on Dragon Keep: A Wonderlands One-shot Adventure,Challenge Accepted,Completed level 1 of all challenges with a single character,False,null
Tiny Tina's Assault on Dragon Keep: A Wonderlands One-shot Adventure,Not Quite Dead,Reached level 5,False,null
Tiny Tina's Assault on Dragon Keep: A Wonderlands One-shot Adventure,Better Than You Were,Reached level 10,False,null
Tiny Tina's Assault on Dragon Keep: A Wonderlands One-shot Adventure,Always Improving,Reached level 25,False,null
Tiny Tina's Assault on Dragon Keep: A Wonderlands One-shot Adventure,Capped Out...For Now,Reached level 35,False,null
Tiny Tina's Assault on Dragon Keep: A Wonderlands One-shot Adventure,Decked Out,Had Purple-rated gear or better equipped in every slot,False,null
Tiny Tina's Assault on Dragon Keep: A Wonderlands One-shot Adventure,Sabre Rattler,Killed 100 enemies with the Sabre turret,False,null
Tiny Tina's Assault on Dragon Keep: A Wonderlands One-shot Adventure,Phased and Confused,Phaselocked 100 enemies,False,null
Tiny Tina's Assault on Dragon Keep: A Wonderlands One-shot Adventure,So Much Blood!,Gunzerked continuously for 90 seconds,False,null
Tiny Tina's Assault on Dragon Keep: A Wonderlands One-shot Adventure,Cute Loot,Killed a Chubby,False,null
Tiny Tina's Assault on Dragon Keep: A Wonderlands One-shot Adventure,Token Gesture,Redeemed 25 tokens,False,null
Tiny Tina's Assault on Dragon Keep: A Wonderlands One-shot Adventure,Unseen Predator,Remained in Zero's Deception mode for ten seconds straight,False,null
Tiny Tina's Assault on Dragon Keep: A Wonderlands One-shot Adventure,Well That Was Easy,no description available,False,null
Tiny Tina's Assault on Dragon Keep: A Wonderlands One-shot Adventure,How Do I Look?,Unlocked 10 customization items,False,null
Tiny Tina's Assault on Dragon Keep: A Wonderlands One-shot Adventure,Friendship Rules,"Revived someone from ""Fight for Your Life!"" that is on your friends list",False,null
Tiny Tina's Assault on Dragon Keep: A Wonderlands One-shot Adventure,Better Than Money,Purchased 5 items from the black market,False,null
Tiny Tina's Assault on Dragon Keep: A Wonderlands One-shot Adventure,Did It All,Completed all side missions,False,null
Tiny Tina's Assault on Dragon Keep: A Wonderlands One-shot Adventure,I Totes Planned That Boss,Slew Mister Boney Pants Guy,False,null
Tiny Tina's Assault on Dragon Keep: A Wonderlands One-shot Adventure,Yaaaaaay,Introduced thyself to the White Knight,False,null
Tiny Tina's Assault on Dragon Keep: A Wonderlands One-shot Adventure,"Shorty, You So Best",Completed thy quest by rescuing yonder queen,False,null
Tiny Tina's Assault on Dragon Keep: A Wonderlands One-shot Adventure,Girl's Gotta Eat,Fed thy noble queen 3 times during one visit to her quarters,False,null
Tiny Tina's Assault on Dragon Keep: A Wonderlands One-shot Adventure,It's Like That One Video,"Showed thine worst enemy, the abomination known as ""The Darkness"", who is the nerdiest of them all",False,null
Tiny Tina's Assault on Dragon Keep: A Wonderlands One-shot Adventure,"They Was All ""Hey That's Mine""",Unsheathed 5 swords from Immortal Skeletaurs without leaving the area,False,null
Tiny Tina's Assault on Dragon Keep: A Wonderlands One-shot Adventure,Dang Girl You Ace At This Game,Won the most challenging round in Murderlin's Temple,False,null
Tiny Tina's Assault on Dragon Keep: A Wonderlands One-shot Adventure,Hmmmmm,Wielded the Mysterious Amulet,False,null
Tiny Tina's Assault on Dragon Keep: A Wonderlands One-shot Adventure,Keep Rollin' Rollin' Rollin',"Demonstrated your skill, or lack thereof, at rolling the magical treasure orb of many sides",False,null
Tiny Tina's Assault on Dragon Keep: A Wonderlands One-shot Adventure,Make it Raaaaaid ,Vanquished the Ancient Dragons of Destruction,False,null
Tiny Tina's Assault on Dragon Keep: A Wonderlands One-shot Adventure,Best Friends Forever,Killed 100 enemies with Deathtrap,False,null
Tiny Tina's Assault on Dragon Keep: A Wonderlands One-shot Adventure,Conductor of the Poop Train,Killed 100 enemies while using Buzzaxe Rampage,False,null
Tiny Tina's Assault on Dragon Keep: A Wonderlands One-shot Adventure,Let There Be Loot,Used the Lootapult to cause a Lootsplosion,False,null
NARAKA: BLADEPOINT,Jack of All Trades,Complete 20 Heroic Tales quests.,False,null
NARAKA: BLADEPOINT,Apogee,Attain 'Undying Glory' 20 times.,False,null
NARAKA: BLADEPOINT,As Fate Wills,Raise a hero's Cultivation to 'The Chosen One'.,False,null
NARAKA: BLADEPOINT,Close Combat,Raise a melee weapon to Lv. 25.,False,null
NARAKA: BLADEPOINT,Accuracy Assured,Raise a ranged weapon to Lv. 25.,False,null
NARAKA: BLADEPOINT,Spoils of War,Unlock 8 achievements in a single match.,False,null
NARAKA: BLADEPOINT,Unbreakable,Perform 2 Counters in 60 seconds.,False,null
NARAKA: BLADEPOINT,Bloodthirsty,Defeat 3 enemies in 60 seconds.,True,2023-09-08 22:59:30
NARAKA: BLADEPOINT,Sure Shot,Unlock Perfect Aim achievement in 3 matches.,False,null
NARAKA: BLADEPOINT,The Overcomer,Survive for over 3 minutes and achieve victory while the only one in your party still alive.,True,2023-09-08 22:42:44
NARAKA: BLADEPOINT,Give Thanks,Pray to a statue in a Stash.,False,null
NARAKA: BLADEPOINT,Mighty Mortal,Equip 3 Gold Souljades at once.,False,null
NARAKA: BLADEPOINT,Mortal Coil,Defeat an enemy with the waterwheel.,False,null
NARAKA: BLADEPOINT,Deep Pockets,"Possess 30,000 Dark Tide Coins.",False,null
NARAKA: BLADEPOINT,Hand of Grace,Rescue 3 downed party members in a single game.,False,null
NARAKA: BLADEPOINT,Miracle Encounter,Kill a Golden Toad.,False,null
NARAKA: BLADEPOINT,Focused Momentum,Equip the Focus Slide Souljade and use its effects to knock an enemy airborne.,False,null
NARAKA: BLADEPOINT,Augmented Arms,Equip 3 different Souljades for a single weapon at once.,False,null
NARAKA: BLADEPOINT,Ancient Wrath,Defeat an enemy with a Moonbane Charm.,False,null
NARAKA: BLADEPOINT,Super Weaponry,Defeat an enemy with a Ballista.,False,null
NARAKA: BLADEPOINT,Luster,Obtain a Gold Souljade.,False,null
NARAKA: BLADEPOINT,Brawler,Defeat an enemy with your bare fists.,False,null
NARAKA: BLADEPOINT,Sixth Sense,Defeat an enemy from over 50m away.,False,null
NARAKA: BLADEPOINT,Lurker,"In a single game, spend a total of 150 sec hiding in bushes.",False,null
NARAKA: BLADEPOINT,Marathon Runner,"Travel 7,500m in a single game.",False,null
NARAKA: BLADEPOINT,First Blood,Get the first kill.,False,null
NARAKA: BLADEPOINT,And So It Begins,Play a game of The Survival.,True,2023-09-08 21:57:59
NARAKA: BLADEPOINT,Mask of Immortality,Attain 'Undying Glory'.,True,2023-09-08 21:57:59
NARAKA: BLADEPOINT,A Legend is Born,Obtain a piece of legendary-quality gear.,False,null
NARAKA: BLADEPOINT,Spirit Spikes,"Deal 5,000 damage with Bloodrippers.",False,null
NARAKA: BLADEPOINT,Drunken Fire,"Deal 5,000 damage with Flamebringers.",False,null
NARAKA: BLADEPOINT,Yi's Instrument,"Deal 5,000 damage with Swarms.",False,null
NARAKA: BLADEPOINT,What Lies Within,Open a Stash.,False,null
NARAKA: BLADEPOINT,Divine Lord,"In a single game, defeat 5 enemies in Celestra.",False,null
NARAKA: BLADEPOINT,Temple Warrior,"In a single game, defeat 5 enemies in Shadowjade Mine.",False,null
NARAKA: BLADEPOINT,Sunwing's Messenger,"In a single game, defeat 5 enemies in Sunwing's Rest.",True,2023-09-08 21:51:44
NARAKA: BLADEPOINT,Captain's Bloodlust,"In a single game, defeat 5 enemies in Shipwreck Expanse.",False,null
NARAKA: BLADEPOINT,Fight Fire With Fire,"In a single game, defeat 5 enemies in Eventide Temple.",False,null
NARAKA: BLADEPOINT,Fickle Fortune,Feel the effects of a statue another player's prayed to.,False,null
NARAKA: BLADEPOINT,Fearful Aura,Become the Kill Leader (the player with the most kills in the game so far).,True,2023-09-08 22:39:07
Supermarket Together,Millionaire's Holiday,Reach one million dollars in funds,False,null
Supermarket Together,Basic Restocker,Placed a total of 1000 products in shelves [Collective],True,2024-11-11 22:55:35
Supermarket Together,Advanced Restocker,Placed a total of 10000 products in shelves [Collective],True,2024-11-12 02:12:47
Supermarket Together,Master Restocker,Placed a total of 100000 products in shelves [Collective],False,null
Supermarket Together,Basic Recycler,Recycled a total of 50 boxes [Collective],True,2024-11-11 23:30:52
Supermarket Together,Advanced Recycler,Recycled a total of 500 boxes [Collective],True,2024-11-18 15:20:27
Supermarket Together,Expert Recycler,Recycled a total of 2000 boxes [Collective],False,null
Supermarket Together,Some Success,500 customers have gone through the store [Collective],True,2024-11-11 23:30:52
Supermarket Together,This Is Rolling,2000 customers have gone through the store [Collective],True,2024-11-18 15:20:27
Supermarket Together,Sky High,10000 customers have gone through the store [Collective],False,null
Supermarket Together,Basic Cashier,Checkouted a total of 500 products [Collective],True,2024-11-11 23:11:35
Supermarket Together,Advanced Cashier,Checkouted a total of 2500 products [Collective],True,2024-11-12 02:12:47
Supermarket Together,Expert Cashier,Checkouted a total of 10000 products [Collective],True,2024-11-18 16:20:23
Supermarket Together,Basic Cleaner,Cleaned 50 trash [Collective],True,2024-11-13 16:26:00
Supermarket Together,Advanced Cleaner,Cleaned 200 trash [Collective],True,2024-11-20 18:45:51
Supermarket Together,Expert Cleaner,Cleaned 500 trash [Collective],False,null
Supermarket Together,Careful Cashier,Return the correct money change 100 times in a row while being a cashier,False,null
Supermarket Together,Not On My Duty Guard,Hit a thief  with the broom 500 times,False,null
Supermarket Together,Can't Someone Else Do It?,Recover 500 dropped products,False,null
Supermarket Together,Welcome Mr. Whiskers,Pet the cat outside 100 times,False,null
Supermarket Together,Gaining Traction!,Achieve 25.000$ or more in earnings in a single day,False,null
Supermarket Together,KA-CHING!,Have a customer pay more than 700 dollars,False,null
Supermarket Together,Basic Decorator,Have 50 or more decorations in your store (lights do count),True,2024-11-18 15:49:05
Supermarket Together,Advanced Decorator,Have 100 or more decorations in your store,False,null
Supermarket Together,Master Decorator,Have 200 or more decorations in your store,False,null
Supermarket Together,Observation Duty?,Analyzed 500 customers with the surveillance desk [Collective],False,null
Supermarket Together,Caught Red Handed,Catch 10 thieves with the surveillance desk [Collective],False,null
Supermarket Together,How Is This Still Standing?,Demolish every possible pillar and beam in the store,False,null
Nuclear Nightmare,Classified Collector I,Win a match where the team collected 1 of the classified materials.,True,2024-12-11 00:58:53
Nuclear Nightmare,Evacuator,Call a evac helicopter back to civilization.,True,2024-12-11 00:57:26
Nuclear Nightmare,Repair Man,Power on a generator.,True,2024-12-10 22:23:06
Nuclear Nightmare,Astronaut,Repair and connect to the satellite.,False,null
Nuclear Nightmare,Dog Whisper,Tame a dog for the first time.,False,null
Nuclear Nightmare,Cola Man,Equip a perk from the cola machine.,False,null
Nuclear Nightmare,Exterminator,You or somebody on your team kills an enemy.,True,2024-12-10 21:52:46
Nuclear Nightmare,Killer,Kill a teammate who has become infected.,False,null
Nuclear Nightmare,Guard Dog,Attack an enemy with a husky.,False,null
Nuclear Nightmare,Classified Collector II,Win a match where the team collected more than 1 classified materials.,True,2024-12-11 00:58:53
Nuclear Nightmare,Classified Collector III,Win a match where the team collected more than 3 classified materials.,True,2024-12-11 00:58:53
Nuclear Nightmare,Classified Collector IV,Win a match where the team collected more than 5 classified materials.,True,2024-12-11 00:58:53
Nuclear Nightmare,Classified Collector V,Win a match where the team collected more than 7 classified materials.,False,null
Nuclear Nightmare,Medical Advisor,Test for an infection and get a positive result.,True,2024-12-10 22:10:24
Nuclear Nightmare,Classified Collector VI,Win a match where the team collected all of the classified materials.,False,null
Drawful 2,Drawn Out,Play 50 games,False,null
Drawful 2,Fool House,Fool every other player with a title you write.,False,null
Drawful 2,We Like to Watch,Play with 10 or more Audience Members,False,null
Drawful 2,Threestyle,Got a streak of 3,False,null
Drawful 2,The Student Becomes the Writer,Play a game with User Generated Content,False,null
